CMDLINE python main.py
MEM 516.472656 1510390329.7754
CHLD 0 1.816406 1510390329.8594
CHLD 1 38.140625 1510390329.8598
MEM 516.472656 1510390329.9611
CHLD 0 1.816406 1510390330.0446
MEM 516.472656 1510390330.1460
CHLD 0 1.816406 1510390330.2339
CHLD 1 1.539062 1510390330.2343
CHLD 2 7.398438 1510390330.2347
MEM 516.472656 1510390330.3361
CHLD 0 1.816406 1510390330.4375
CHLD 1 1.539062 1510390330.4378
CHLD 2 7.406250 1510390330.4381
MEM 516.500000 1510390330.5395
MEM 516.507812 1510390330.7239
MEM 516.597656 1510390330.9082
MEM 516.644531 1510390331.0913
CHLD 0 1.816406 1510390331.1789
MEM 516.644531 1510390331.2804
CHLD 0 1.816406 1510390331.3631
CHLD 1 14.882812 1510390331.3634
MEM 516.644531 1510390331.4648
CHLD 0 1.816406 1510390331.5479
CHLD 1 16.859375 1510390331.5482
MEM 516.644531 1510390331.6495
CHLD 0 1.816406 1510390331.7326
CHLD 1 19.625000 1510390331.7330
MEM 516.644531 1510390331.8344
CHLD 0 1.816406 1510390331.9223
CHLD 1 21.363281 1510390331.9227
MEM 516.644531 1510390332.0240
CHLD 0 1.816406 1510390332.1124
CHLD 1 22.734375 1510390332.1127
MEM 516.644531 1510390332.2141
CHLD 0 1.816406 1510390332.3069
CHLD 1 24.617188 1510390332.3072
MEM 516.644531 1510390332.4089
CHLD 0 1.816406 1510390332.5159
CHLD 1 26.324219 1510390332.5162
MEM 516.644531 1510390332.6177
CHLD 0 1.816406 1510390332.7078
CHLD 1 27.921875 1510390332.7082
MEM 516.644531 1510390332.8097
CHLD 0 1.816406 1510390332.9011
CHLD 1 29.160156 1510390332.9014
MEM 516.644531 1510390333.0029
CHLD 0 1.816406 1510390333.0971
CHLD 1 30.542969 1510390333.0975
MEM 516.644531 1510390333.1989
CHLD 0 1.816406 1510390333.2848
CHLD 1 31.820312 1510390333.2851
MEM 516.644531 1510390333.3865
CHLD 0 1.816406 1510390333.4887
CHLD 1 32.765625 1510390333.4891
MEM 516.644531 1510390333.5905
CHLD 0 1.816406 1510390333.6750
CHLD 1 33.296875 1510390333.6753
MEM 516.644531 1510390333.7767
CHLD 0 1.816406 1510390333.8613
CHLD 1 33.917969 1510390333.8616
MEM 516.644531 1510390333.9631
CHLD 0 1.816406 1510390334.0463
CHLD 1 35.351562 1510390334.0466
MEM 516.644531 1510390334.1479
CHLD 0 1.816406 1510390334.2310
CHLD 1 35.546875 1510390334.2313
MEM 516.644531 1510390334.3327
CHLD 0 1.816406 1510390334.4159
CHLD 1 35.667969 1510390334.4162
MEM 516.644531 1510390334.5175
CHLD 0 1.816406 1510390334.6009
CHLD 1 36.410156 1510390334.6012
MEM 516.644531 1510390334.7026
CHLD 0 1.816406 1510390334.7878
CHLD 1 36.855469 1510390334.7881
MEM 516.644531 1510390334.8896
CHLD 0 1.816406 1510390334.9735
CHLD 1 37.621094 1510390334.9738
MEM 516.644531 1510390335.0752
CHLD 0 1.816406 1510390335.1584
CHLD 1 37.621094 1510390335.1587
MEM 516.644531 1510390335.2603
CHLD 0 1.816406 1510390335.3443
CHLD 1 38.363281 1510390335.3447
MEM 516.644531 1510390335.4460
CHLD 0 1.816406 1510390335.5288
CHLD 1 38.144531 1510390335.5291
MEM 516.644531 1510390335.6306
CHLD 0 1.816406 1510390335.7141
CHLD 1 38.558594 1510390335.7145
MEM 516.644531 1510390335.8159
CHLD 0 1.816406 1510390335.9003
CHLD 1 38.558594 1510390335.9006
MEM 516.644531 1510390336.0019
CHLD 0 1.816406 1510390336.0863
MEM 516.644531 1510390336.1877
CHLD 0 1.816406 1510390336.2735
MEM 516.644531 1510390336.3748
CHLD 0 1.816406 1510390336.4622
CHLD 1 1.464844 1510390336.4626
CHLD 2 9.535156 1510390336.4630
MEM 516.644531 1510390336.5643
CHLD 0 1.816406 1510390336.6468
CHLD 1 1.464844 1510390336.6471
CHLD 2 7.609375 1510390336.6474
MEM 516.664062 1510390336.7486
MEM 516.886719 1510390336.9313
MEM 516.953125 1510390337.1146
MEM 517.035156 1510390337.2974
MEM 517.160156 1510390337.4795
CHLD 0 1.820312 1510390337.5639
MEM 517.160156 1510390337.6653
CHLD 0 1.820312 1510390337.7467
CHLD 1 14.832031 1510390337.7470
MEM 517.160156 1510390337.8483
CHLD 0 1.820312 1510390337.9310
CHLD 1 16.789062 1510390337.9313
MEM 517.160156 1510390338.0326
CHLD 0 1.820312 1510390338.1160
CHLD 1 21.929688 1510390338.1165
MEM 517.160156 1510390338.2179
CHLD 0 1.820312 1510390338.3049
CHLD 1 23.882812 1510390338.3053
MEM 517.160156 1510390338.4067
CHLD 0 1.820312 1510390338.4945
CHLD 1 25.257812 1510390338.4948
MEM 517.160156 1510390338.5962
CHLD 0 1.820312 1510390338.6900
CHLD 1 26.894531 1510390338.6904
MEM 517.160156 1510390338.7918
CHLD 0 1.820312 1510390338.8815
CHLD 1 28.386719 1510390338.8819
MEM 517.160156 1510390338.9833
CHLD 0 1.820312 1510390339.0736
CHLD 1 30.171875 1510390339.0739
MEM 517.160156 1510390339.1753
CHLD 0 1.820312 1510390339.2652
CHLD 1 31.402344 1510390339.2656
MEM 517.160156 1510390339.3670
CHLD 0 1.820312 1510390339.4589
CHLD 1 32.804688 1510390339.4593
MEM 517.160156 1510390339.5607
CHLD 0 1.820312 1510390339.6467
CHLD 1 34.195312 1510390339.6470
MEM 517.160156 1510390339.7484
CHLD 0 1.820312 1510390339.8337
CHLD 1 36.566406 1510390339.8340
MEM 517.160156 1510390339.9354
CHLD 0 1.820312 1510390340.0191
CHLD 1 37.343750 1510390340.0194
MEM 517.160156 1510390340.1209
CHLD 0 1.820312 1510390340.2045
CHLD 1 38.027344 1510390340.2048
MEM 517.160156 1510390340.3062
CHLD 0 1.820312 1510390340.3902
CHLD 1 38.152344 1510390340.3905
MEM 517.160156 1510390340.4918
CHLD 0 1.820312 1510390340.5753
CHLD 1 38.152344 1510390340.5756
MEM 517.160156 1510390340.6770
CHLD 0 1.820312 1510390340.7604
CHLD 1 38.652344 1510390340.7608
MEM 517.160156 1510390340.8621
CHLD 0 1.820312 1510390340.9472
CHLD 1 38.558594 1510390340.9475
MEM 517.160156 1510390341.0487
CHLD 0 1.820312 1510390341.1326
CHLD 1 39.070312 1510390341.1329
MEM 517.160156 1510390341.2342
CHLD 0 1.820312 1510390341.3173
CHLD 1 39.320312 1510390341.3176
MEM 517.160156 1510390341.4190
CHLD 0 1.820312 1510390341.5033
CHLD 1 39.320312 1510390341.5037
MEM 517.160156 1510390341.6050
CHLD 0 1.820312 1510390341.6888
CHLD 1 39.574219 1510390341.6891
MEM 517.160156 1510390341.7906
CHLD 0 1.820312 1510390341.8752
CHLD 1 40.003906 1510390341.8756
MEM 517.160156 1510390341.9772
CHLD 0 1.820312 1510390342.0607
CHLD 1 40.238281 1510390342.0611
MEM 517.160156 1510390342.1624
CHLD 0 1.820312 1510390342.2435
CHLD 1 6.246094 1510390342.2439
MEM 517.160156 1510390342.3452
CHLD 0 1.820312 1510390342.4293
CHLD 1 1.535156 1510390342.4298
CHLD 2 6.183594 1510390342.4301
MEM 517.160156 1510390342.5316
CHLD 0 1.820312 1510390342.6183
CHLD 1 1.535156 1510390342.6187
CHLD 2 8.222656 1510390342.6190
MEM 517.160156 1510390342.7204
CHLD 0 1.820312 1510390342.8029
CHLD 1 1.535156 1510390342.8032
CHLD 2 8.222656 1510390342.8035
MEM 517.199219 1510390342.9047
MEM 517.253906 1510390343.0878
CHLD 0 1.816406 1510390343.1741
MEM 517.253906 1510390343.2754
CHLD 0 1.816406 1510390343.3564
CHLD 1 14.664062 1510390343.3567
MEM 517.253906 1510390343.4580
CHLD 0 1.816406 1510390343.5398
CHLD 1 16.699219 1510390343.5401
MEM 517.253906 1510390343.6413
CHLD 0 1.816406 1510390343.7228
CHLD 1 19.085938 1510390343.7231
MEM 517.253906 1510390343.8245
CHLD 0 1.816406 1510390343.9112
CHLD 1 21.464844 1510390343.9115
MEM 517.253906 1510390344.0128
CHLD 0 1.816406 1510390344.0990
CHLD 1 22.828125 1510390344.0993
MEM 517.253906 1510390344.2008
CHLD 0 1.816406 1510390344.2921
CHLD 1 24.476562 1510390344.2925
MEM 517.253906 1510390344.3939
CHLD 0 1.816406 1510390344.4824
CHLD 1 25.917969 1510390344.4828
MEM 517.253906 1510390344.5842
CHLD 0 1.816406 1510390344.6759
CHLD 1 27.742188 1510390344.6763
MEM 517.253906 1510390344.7777
CHLD 0 1.816406 1510390344.8661
CHLD 1 28.968750 1510390344.8664
MEM 517.253906 1510390344.9679
CHLD 0 1.816406 1510390345.0570
CHLD 1 30.230469 1510390345.0573
MEM 517.253906 1510390345.1587
CHLD 0 1.816406 1510390345.2471
CHLD 1 31.429688 1510390345.2474
MEM 517.253906 1510390345.3488
CHLD 0 1.816406 1510390345.4327
CHLD 1 32.468750 1510390345.4331
MEM 517.253906 1510390345.5345
CHLD 0 1.816406 1510390345.6181
CHLD 1 34.757812 1510390345.6184
MEM 517.253906 1510390345.7199
CHLD 0 1.816406 1510390345.8031
CHLD 1 35.531250 1510390345.8035
MEM 517.253906 1510390345.9048
CHLD 0 1.816406 1510390345.9876
CHLD 1 36.132812 1510390345.9879
MEM 517.253906 1510390346.0893
CHLD 0 1.816406 1510390346.1722
CHLD 1 36.132812 1510390346.1725
MEM 517.253906 1510390346.2738
CHLD 0 1.816406 1510390346.3564
CHLD 1 36.351562 1510390346.3567
MEM 517.253906 1510390346.4581
CHLD 0 1.816406 1510390346.5404
CHLD 1 36.542969 1510390346.5407
MEM 517.253906 1510390346.6421
CHLD 0 1.816406 1510390346.7242
CHLD 1 37.023438 1510390346.7245
MEM 517.253906 1510390346.8259
CHLD 0 1.816406 1510390346.9088
CHLD 1 37.367188 1510390346.9092
MEM 517.253906 1510390347.0106
CHLD 0 1.816406 1510390347.0940
CHLD 1 37.679688 1510390347.0943
MEM 517.253906 1510390347.1957
CHLD 0 1.816406 1510390347.2789
CHLD 1 37.890625 1510390347.2792
MEM 517.253906 1510390347.3807
CHLD 0 1.816406 1510390347.4643
MEM 517.253906 1510390347.5658
CHLD 0 1.816406 1510390347.6490
MEM 517.253906 1510390347.7507
CHLD 0 1.816406 1510390347.8362
CHLD 1 1.511719 1510390347.8365
CHLD 2 7.480469 1510390347.8368
MEM 517.253906 1510390347.9381
MEM 517.542969 1510390348.1222
MEM 521.128906 1510390348.3049
MEM 535.917969 1510390348.4886
MEM 563.683594 1510390348.6859
MEM 571.160156 1510390348.8691
MEM 564.328125 1510390349.0516
MEM 571.132812 1510390349.2523
MEM 612.382812 1510390349.4407
MEM 653.632812 1510390349.6292
MEM 660.578125 1510390349.8131
MEM 660.835938 1510390349.9942
MEM 661.351562 1510390350.1755
MEM 661.867188 1510390350.3570
MEM 662.125000 1510390350.5385
MEM 662.640625 1510390350.7199
MEM 663.156250 1510390350.9032
MEM 663.414062 1510390351.0851
MEM 663.929688 1510390351.2670
MEM 664.445312 1510390351.4493
MEM 664.703125 1510390351.6308
MEM 664.960938 1510390351.8124
MEM 665.476562 1510390351.9942
MEM 665.734375 1510390352.1758
MEM 666.250000 1510390352.3574
MEM 666.765625 1510390352.5392
MEM 667.023438 1510390352.7208
MEM 667.539062 1510390352.9025
MEM 667.796875 1510390353.0848
MEM 668.312500 1510390353.2667
MEM 668.828125 1510390353.4484
MEM 669.085938 1510390353.6302
MEM 669.601562 1510390353.8119
MEM 670.117188 1510390353.9939
MEM 670.375000 1510390354.1757
MEM 670.890625 1510390354.3575
MEM 671.406250 1510390354.5391
MEM 671.664062 1510390354.7208
MEM 672.179688 1510390354.9026
MEM 672.437500 1510390355.0846
MEM 672.437500 1510390355.2673
MEM 672.437500 1510390355.4508
MEM 672.437500 1510390355.6367
MEM 672.437500 1510390355.8189
MEM 672.437500 1510390356.0012
MEM 550.429688 1510390356.1851
MEM 540.667969 1510390356.3661
MEM 537.703125 1510390356.5465
MEM 537.703125 1510390356.7257
MEM 537.703125 1510390356.9051
MEM 537.703125 1510390357.0846
MEM 537.703125 1510390357.2638
MEM 537.703125 1510390357.4429
MEM 537.703125 1510390357.6222
MEM 569.554688 1510390357.8115
MEM 570.070312 1510390357.9926
MEM 570.328125 1510390358.1737
MEM 570.585938 1510390358.3545
MEM 571.101562 1510390358.5355
MEM 571.617188 1510390358.7164
MEM 572.132812 1510390358.8974
MEM 572.390625 1510390359.0791
MEM 572.906250 1510390359.2601
MEM 573.421875 1510390359.4411
MEM 573.679688 1510390359.6221
MEM 574.195312 1510390359.8051
MEM 574.710938 1510390359.9887
MEM 574.968750 1510390360.1718
MEM 574.968750 1510390360.3546
MEM 574.968750 1510390360.5366
MEM 574.968750 1510390360.7187
MEM 538.355469 1510390360.9013
MEM 578.492188 1510390361.1305
MEM 595.250000 1510390361.3207
MEM 595.507812 1510390361.5032
MEM 596.023438 1510390361.6858
MEM 596.539062 1510390361.8685
MEM 597.054688 1510390362.0512
MEM 597.312500 1510390362.2337
MEM 597.828125 1510390362.4164
MEM 598.343750 1510390362.5999
MEM 598.601562 1510390362.7824
MEM 599.117188 1510390362.9670
MEM 599.632812 1510390363.1484
MEM 599.890625 1510390363.3291
MEM 600.406250 1510390363.5101
MEM 600.664062 1510390363.6908
MEM 600.664062 1510390363.8717
MEM 600.664062 1510390364.0526
MEM 600.664062 1510390364.2332
MEM 600.664062 1510390364.4139
MEM 600.664062 1510390364.5945
MEM 600.664062 1510390364.7754
MEM 600.664062 1510390364.9561
MEM 600.664062 1510390365.1371
MEM 600.664062 1510390365.3179
MEM 600.664062 1510390365.4986
MEM 600.664062 1510390365.6795
MEM 600.664062 1510390365.8602
MEM 600.664062 1510390366.0445
MEM 600.664062 1510390366.2254
MEM 600.664062 1510390366.4062
MEM 600.664062 1510390366.5866
MEM 600.664062 1510390366.7674
MEM 600.664062 1510390366.9481
MEM 600.664062 1510390367.1288
MEM 539.464844 1510390367.3111
MEM 535.136719 1510390367.4992
MEM 551.355469 1510390367.6841
MEM 551.613281 1510390367.8646
MEM 552.128906 1510390368.0453
MEM 552.644531 1510390368.2262
MEM 553.160156 1510390368.4069
MEM 553.160156 1510390368.5873
MEM 553.160156 1510390368.7676
MEM 553.343750 1510390368.9482
MEM 553.343750 1510390369.1287
MEM 553.343750 1510390369.3090
MEM 553.343750 1510390369.4893
MEM 553.343750 1510390369.6697
MEM 553.343750 1510390369.8500
MEM 553.343750 1510390370.0308
MEM 552.832031 1510390370.2112
MEM 552.832031 1510390370.3916
MEM 536.273438 1510390370.5720
MEM 541.042969 1510390370.7721
MEM 567.011719 1510390370.9597
MEM 571.394531 1510390371.1421
MEM 571.910156 1510390371.3226
MEM 572.425781 1510390371.5030
MEM 572.941406 1510390371.6837
MEM 573.199219 1510390371.8642
MEM 573.199219 1510390372.0448
MEM 573.304688 1510390372.2254
MEM 573.304688 1510390372.4060
MEM 573.304688 1510390372.5912
MEM 573.304688 1510390372.7736
MEM 573.304688 1510390372.9559
MEM 573.304688 1510390373.1382
MEM 573.304688 1510390373.3367
MEM 573.304688 1510390373.5184
MEM 573.304688 1510390373.7004
MEM 573.304688 1510390373.8821
MEM 573.304688 1510390374.0638
MEM 573.304688 1510390374.2454
MEM 573.304688 1510390374.4273
MEM 573.304688 1510390374.6090
MEM 573.304688 1510390374.7906
MEM 573.304688 1510390374.9908
MEM 573.304688 1510390375.1746
MEM 573.304688 1510390375.3733
MEM 573.304688 1510390375.5548
MEM 573.304688 1510390375.7363
MEM 573.304688 1510390375.9178
MEM 572.792969 1510390376.0993
MEM 572.792969 1510390376.2811
MEM 572.792969 1510390376.4626
MEM 572.792969 1510390376.6441
MEM 572.792969 1510390376.8256
MEM 539.628906 1510390377.0140
MEM 559.675781 1510390377.2020
MEM 571.535156 1510390377.4034
MEM 572.050781 1510390377.5849
MEM 572.566406 1510390377.7668
MEM 572.824219 1510390377.9484
MEM 573.339844 1510390378.1561
MEM 573.339844 1510390378.3378
MEM 573.441406 1510390378.5193
MEM 573.441406 1510390378.7007
MEM 573.441406 1510390378.8824
MEM 573.441406 1510390379.0639
MEM 573.441406 1510390379.2455
MEM 573.441406 1510390379.4375
MEM 573.441406 1510390379.6191
MEM 573.441406 1510390379.8007
MEM 573.441406 1510390379.9825
MEM 573.441406 1510390380.1643
MEM 573.441406 1510390380.3459
MEM 573.441406 1510390380.5277
MEM 573.441406 1510390380.7094
MEM 573.441406 1510390380.8911
MEM 573.441406 1510390381.0722
MEM 573.441406 1510390381.2535
MEM 573.441406 1510390381.4349
MEM 573.441406 1510390381.6159
MEM 573.441406 1510390381.7968
MEM 573.441406 1510390381.9777
MEM 573.441406 1510390382.1587
MEM 572.929688 1510390382.3399
MEM 572.929688 1510390382.5209
MEM 572.929688 1510390382.7025
MEM 572.929688 1510390382.8835
MEM 572.929688 1510390383.0644
MEM 535.222656 1510390383.2462
MEM 539.101562 1510390383.4278
MEM 542.980469 1510390383.6093
MEM 552.746094 1510390383.7946
MEM 552.746094 1510390383.9756
MEM 552.746094 1510390384.1564
MEM 552.707031 1510390384.3374
MEM 552.707031 1510390384.5188
MEM 552.707031 1510390384.6996
MEM 552.707031 1510390384.8806
MEM 552.707031 1510390385.0622
MEM 552.707031 1510390385.2430
MEM 552.707031 1510390385.4241
MEM 552.707031 1510390385.6078
MEM 552.707031 1510390385.7886
MEM 552.707031 1510390385.9696
MEM 552.707031 1510390386.1505
MEM 552.449219 1510390386.3316
MEM 552.449219 1510390386.5129
MEM 541.816406 1510390386.6959
MEM 545.699219 1510390386.8775
MEM 549.582031 1510390387.0593
MEM 553.464844 1510390387.2461
MEM 557.101562 1510390387.4282
MEM 574.070312 1510390387.6148
MEM 574.070312 1510390387.7967
MEM 574.070312 1510390387.9785
MEM 573.980469 1510390388.1605
MEM 573.980469 1510390388.3424
MEM 573.980469 1510390388.5240
MEM 573.980469 1510390388.7061
MEM 573.980469 1510390388.8887
MEM 573.980469 1510390389.0708
MEM 573.980469 1510390389.2528
MEM 573.980469 1510390389.4349
MEM 573.980469 1510390389.6166
MEM 573.980469 1510390389.7979
MEM 573.980469 1510390389.9793
MEM 573.980469 1510390390.1613
MEM 573.980469 1510390390.3429
MEM 573.980469 1510390390.5241
MEM 573.980469 1510390390.7055
MEM 573.980469 1510390390.8872
MEM 573.980469 1510390391.0690
MEM 573.980469 1510390391.2506
MEM 573.980469 1510390391.4329
MEM 573.980469 1510390391.6147
MEM 573.980469 1510390391.7961
MEM 573.980469 1510390391.9777
MEM 573.980469 1510390392.1591
MEM 573.980469 1510390392.3405
MEM 573.210938 1510390392.5221
MEM 573.980469 1510390392.7054
MEM 573.980469 1510390392.8869
MEM 573.980469 1510390393.0688
MEM 573.210938 1510390393.2507
MEM 548.566406 1510390393.4317
MEM 552.449219 1510390393.6136
MEM 556.082031 1510390393.7954
MEM 559.968750 1510390393.9770
MEM 563.851562 1510390394.1589
MEM 581.304688 1510390394.3428
MEM 581.304688 1510390394.5241
MEM 581.304688 1510390394.7057
MEM 581.304688 1510390394.8871
MEM 581.222656 1510390395.0694
MEM 581.222656 1510390395.2509
MEM 581.222656 1510390395.4324
MEM 581.222656 1510390395.6165
MEM 581.222656 1510390395.7981
MEM 581.222656 1510390395.9796
MEM 581.222656 1510390396.1610
MEM 581.222656 1510390396.3434
MEM 581.222656 1510390396.5248
MEM 581.222656 1510390396.7064
MEM 581.222656 1510390396.8888
MEM 581.222656 1510390397.0703
MEM 581.222656 1510390397.2517
MEM 581.222656 1510390397.4313
MEM 581.222656 1510390397.6108
MEM 581.222656 1510390397.7903
MEM 581.222656 1510390397.9702
MEM 581.222656 1510390398.1505
MEM 581.222656 1510390398.3300
MEM 581.222656 1510390398.5095
MEM 581.222656 1510390398.6890
MEM 581.222656 1510390398.8686
MEM 581.222656 1510390399.0484
MEM 581.222656 1510390399.2280
MEM 581.222656 1510390399.4084
MEM 581.222656 1510390399.5881
MEM 581.222656 1510390399.7680
MEM 580.453125 1510390399.9476
MEM 556.097656 1510390400.1276
MEM 558.156250 1510390400.3084
MEM 562.039062 1510390400.4885
MEM 565.921875 1510390400.6696
MEM 569.562500 1510390400.8498
MEM 576.035156 1510390401.0302
MEM 576.804688 1510390401.2106
MEM 576.804688 1510390401.3904
MEM 576.804688 1510390401.5702
MEM 576.804688 1510390401.7500
MEM 576.804688 1510390401.9299
MEM 576.804688 1510390402.1098
MEM 576.804688 1510390402.2897
MEM 576.804688 1510390402.4694
MEM 566.781250 1510390402.6504
MEM 570.664062 1510390402.8311
MEM 574.546875 1510390403.0114
MEM 578.183594 1510390403.1916
MEM 584.656250 1510390403.3719
MEM 585.687500 1510390403.5524
MEM 585.687500 1510390403.7320
MEM 585.687500 1510390403.9117
MEM 585.687500 1510390404.0916
MEM 585.687500 1510390404.2712
MEM 585.687500 1510390404.4510
MEM 585.687500 1510390404.6307
MEM 585.687500 1510390404.8103
MEM 576.015625 1510390404.9912
MEM 579.648438 1510390405.1718
MEM 583.781250 1510390405.3519
MEM 587.417969 1510390405.5322
MEM 594.183594 1510390405.7144
MEM 594.183594 1510390405.8948
MEM 594.183594 1510390406.0749
MEM 594.183594 1510390406.2550
MEM 594.183594 1510390406.4350
MEM 594.183594 1510390406.6150
MEM 594.183594 1510390406.7951
MEM 594.183594 1510390406.9758
MEM 594.183594 1510390407.1565
MEM 582.332031 1510390407.3377
MEM 583.429688 1510390407.5188
MEM 583.953125 1510390407.6993
MEM 584.984375 1510390407.8809
MEM 585.964844 1510390408.0622
MEM 586.996094 1510390408.2431
MEM 587.980469 1510390408.4252
MEM 589.207031 1510390408.6056
MEM 591.222656 1510390408.7865
MEM 593.238281 1510390408.9674
MEM 596.632812 1510390409.1478
MEM 596.949219 1510390409.3291
MEM 596.949219 1510390409.5108
MEM 596.949219 1510390409.6936
MEM 596.949219 1510390409.8761
MEM 596.949219 1510390410.0584
MEM 596.949219 1510390410.2405
MEM 596.949219 1510390410.4232
MEM 596.949219 1510390410.6056
MEM 596.949219 1510390410.7872
MEM 596.949219 1510390410.9688
MEM 596.949219 1510390411.1510
MEM 596.949219 1510390411.3324
MEM 596.949219 1510390411.5142
MEM 596.949219 1510390411.6963
MEM 596.949219 1510390411.8781
MEM 596.949219 1510390412.0606
MEM 596.949219 1510390412.2428
MEM 596.949219 1510390412.4253
MEM 596.949219 1510390412.6075
MEM 596.949219 1510390412.7900
MEM 596.949219 1510390412.9730
MEM 597.023438 1510390413.1544
MEM 597.023438 1510390413.3351
MEM 597.023438 1510390413.5159
MEM 597.089844 1510390413.6968
MEM 591.667969 1510390413.8787
MEM 591.921875 1510390414.0625
MEM 591.921875 1510390414.2449
MEM 591.964844 1510390414.4273
MEM 591.964844 1510390414.6092
MEM 591.964844 1510390414.7910
MEM 440.636719 1510390414.9726
MEM 65.582031 1510390415.1556
MEM 65.945312 1510390415.3380
MEM 66.589844 1510390415.5200
MEM 66.703125 1510390415.7139
MEM 62.078125 1510390415.8956
MEM 63.468750 1510390416.0752
MEM 64.781250 1510390416.2550
MEM 65.792969 1510390416.4346
